"kurskod","namn","kommentar","signatur","spec_benämning","api_url"
"A7009N","Examensarbete informationssäkerhet, master","100% Lp3-4 Ortsoberoende","37017-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv8Q063gZ6y5Y350776Y75Y.html"
"A7009N","Examensarbete informationssäkerhet, master","100% Lp3-4 Luleå","37018-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv8Q063gZ6y5Y350876Y75Y.html"
"A7027H","Examensarbete magister arbetsterapi","50% Lp2-3 Luleå","23689-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv7Q093gZ6y5Y950076Y75Y.html"
"S7049H","Examensarbete magister fysioterapi","50% Lp2-3 Luleå","23500-H22.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ710Z50Qv8Q063gZ6y5Y950476Y75Y.html"
"S7049H","Examensarbete magister fysioterapi","50% Lp2-3 Luleå","23651-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv9Q083gZ6y5Y950476Y75Y.html"
"P7004R","Examensarbete Rymdteknik Master","100% Lp1-2 Kiruna","17129-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv1Q053gZ6y5Y950976Y75Y.html"
"P7004R","Examensarbete Rymdteknik Master","100% Lp2-3 Kiruna","27056-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv5Q013gZ6y5Y950676Y75Y.html"
"P7004R","Examensarbete Rymdteknik Master","100% Lp3-4 Kiruna","37129-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv4Q063gZ6y5Y350676Y75Y.html"
"J7008N","Examensarbete rättsvetenskap, magister, inriktning miljörätt","100% Lp4 Luleå","40373-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv0Q013gZ6y5Y350676Y75Y.html"
"S7018N","Examensarbete statsvetenskap, magister, inriktning utredning","100% Lp4 Luleå","40031-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv8Q033gZ6y5Y350876Y75Y.html"
"E7019T","Examensarbete Teknisk fysik och elektroteknik, inriktning Beräkningsteknik och Fysik, civilingenjör","100% Lp1-2 Luleå","18056-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv2Q063gZ6y5Y950076Y75Y.html"
"E7019T","Examensarbete Teknisk fysik och elektroteknik, inriktning Beräkningsteknik och Fysik, civilingenjör","100% Lp2-3 Luleå","28030-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv4Q093gZ6y5Y950976Y75Y.html"
"E7019T","Examensarbete Teknisk fysik och elektroteknik, inriktning Beräkningsteknik och Fysik, civilingenjör","100% Lp3-4 Luleå","38045-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv6Q093gZ6y5Y350776Y75Y.html"
"E7019T","Examensarbete Teknisk fysik och elektroteknik, inriktning Beräkningsteknik och Fysik, civilingenjör","100% Lp4-1 Luleå","48024-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv5Q043gZ6y5Y350076Y75Y.html"
"X7010E","Examensarbete teknisk fysik och elektroteknik, inriktning elektroniksystem och reglerteknik, civilingenjör","100% Lp1-2 Luleå","17110-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv9Q053gZ6y5Y950276Y75Y.html"
"X7010E","Examensarbete teknisk fysik och elektroteknik, inriktning elektroniksystem och reglerteknik, civilingenjör","100% Lp3-4 Luleå","37111-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv2Q063gZ6y5Y350476Y75Y.html"
"X7011E","Examensarbete Teknisk fysik och elektroteknik, inriktning Fysikaliska mätmetoder och sensorsystem, civilingenjör","100% Lp1-2 Luleå","17111-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv9Q053gZ6y5Y950376Y75Y.html"
"X7011E","Examensarbete Teknisk fysik och elektroteknik, inriktning Fysikaliska mätmetoder och sensorsystem, civilingenjör","100% Lp3-4 Luleå","37112-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv3Q063gZ6y5Y350076Y75Y.html"
"W7014T","Examensarbete träkonstruktion, magister","100% Lp4 Ortsoberoende","48877-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv0Q043gZ6y5Y350976Y75Y.html"
"W7006T","Examensarbete Träteknik, Master","100% Lp1-2 Skellefteå","18071-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv1Q063gZ6y5Y950476Y75Y.html"
"W7006T","Examensarbete Träteknik, Master","100% Lp3-4 Skellefteå","38026-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv8Q093gZ6y5Y350876Y75Y.html"
"E7001T","Examensarbete utomlands","100% Lp4-1 Luleå","48022-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv0Q043gZ6y5Y350376Y75Y.html"
"E7018T","Examensarbete, civilingenjörsexamen i Materialteknik, inr internationell materialteknik EEIGM","100% Lp1-2 Luleå","18055-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv4Q063gZ6y5Y950076Y75Y.html"
"E7018T","Examensarbete, civilingenjörsexamen i Materialteknik, inr internationell materialteknik EEIGM","100% Lp2-3 Luleå","28024-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv5Q013gZ6y5Y950076Y75Y.html"
"E7018T","Examensarbete, civilingenjörsexamen i Materialteknik, inr internationell materialteknik EEIGM","100% Lp3-4 Luleå","38044-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv6Q093gZ6y5Y350676Y75Y.html"
"D0032D","Examensarbete, Datornätverk","50% Lp1 Skellefteå","17068-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv6Q053gZ6y5Y950476Y75Y.html"
"D0032D","Examensarbete, Datornätverk","50% Lp4 Skellefteå","47030-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv2Q033gZ6y5Y350976Y75Y.html"
"S0003D","Examensarbete, datorspelsutveckling","100% Lp4 Skellefteå","47042-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv7Q033gZ6y5Y350676Y75Y.html"
"U0045P","Examensarbete, förskollärare","100% Lp2 Luleå","23626-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv1Q013gZ6y5Y950576Y75Y.html"
"U0045P","Examensarbete, förskollärare","100% Lp4 Luleå","43500-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv3Q093gZ6y5Y350376Y75Y.html"
"D0203G","Examensarbete, konstnärlig kandidat - Jazzmusiker","25% Lp1-4 Piteå","10816-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv2Q013gZ6y5Y850576Y75Y.html"
"F0316G","Examensarbete, konstnärlig kandidat - Klassisk musiker","25% Lp1-4 Piteå","10815-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv2Q013gZ6y5Y850076Y75Y.html"
"H0050G","Examensarbete, konstnärlig kandidat - Komposition","25% Lp1-4 Piteå","10812-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv1Q013gZ6y5Y850276Y75Y.html"
"G0028G","Examensarbete, konstnärlig kandidat - Kyrkomusik","25% Lp1-4 Piteå","10811-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv1Q013gZ6y5Y850176Y75Y.html"
"D0204G","Examensarbete, konstnärlig kandidat - Rockmusiker","25% Lp1-4 Piteå","10814-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv1Q013gZ6y5Y850476Y75Y.html"
"D0205G","Examensarbete, konstnärlig kandidat - Studiomusiker","25% Lp1-4 Piteå","10813-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv1Q013gZ6y5Y850376Y75Y.html"
"M7032N","Examensarbete, master företagsekonomi, internationell affärsverksamhet","100% Lp3-4 Luleå","30046-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv6Q083gZ6y5Y350976Y75Y.html"
"S0038F","Examensarbete, metod och profession, inriktning ljudproduktion","100% Lp3-4 Piteå","30565-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv1Q033gZ6y5Y250676Y75Y.html"
"M0063H","Examensarbete, Radiografi","100% Lp1 Luleå","13965-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv9Q023gZ6y5Y850276Y75Y.html"
"P7007R","Examensarbete, Rymdteknik inriktning Rymdens och atmosfärens fysik, civilingenjör","100% Lp1-2 Kiruna","17130-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv1Q053gZ6y5Y950176Y75Y.html"
"P7007R","Examensarbete, Rymdteknik inriktning Rymdens och atmosfärens fysik, civilingenjör","100% Lp3-4 Kiruna","37141-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv4Q063gZ6y5Y350976Y75Y.html"
"P7008R","Examensarbete, Rymdteknik inriktning Rymdfarkoster och instrumentering, civilingenjör","100% Lp1-2 Kiruna","17131-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv1Q053gZ6y5Y950276Y75Y.html"
"P7008R","Examensarbete, Rymdteknik inriktning Rymdfarkoster och instrumentering, civilingenjör","100% Lp3-4 Kiruna","37142-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv4Q063gZ6y5Y350176Y75Y.html"
"P7008R","Examensarbete, Rymdteknik inriktning Rymdfarkoster och instrumentering, civilingenjör","100% Lp4-1 Kiruna","47053-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv7Q033gZ6y5Y350376Y75Y.html"
"Y0009B","Examensarbete, Samhällsbyggnad","50% Lp4 Luleå","45098-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv6Q043gZ6y5Y350176Y75Y.html"
"FOR045F","Experimental methods and design of experiments","Doktorandkurs ","HT23.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv0Q063gZ6y5Y850276Y75Y.html"
"L7001A","Experimentell akustik och dynamik","50% Lp2 Luleå 2+5","25878-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv6Q093gZ6y5Y950776Y75Y.html"
"P0001H","Experimentell psykologi","50% Lp4 Luleå 1+2+4","43530-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv7Q023gZ6y5Y350576Y75Y.html"
"F0033T","Experimentella metoder","50% Lp2 Luleå 2+5","28865-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv1Q003gZ6y5Y950576Y75Y.html"
"F0033T","Experimentella metoder","50% Lp3 Luleå 3+4","38986-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv7Q053gZ6y5Y350676Y75Y.html"
"R0025N","Externredovisning och internationell reglering","50% Lp1 Luleå 4+5","10781-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv7Q013gZ6y5Y850776Y75Y.html"
"R0025N","Externredovisning och internationell reglering","50% Lp3 Ortsoberoende 1+3","30618-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv4Q043gZ6y5Y250076Y75Y.html"
"Piteå","Extra föreläsning","","Ex förel","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv5Q013gZ6y5Y250076Y75Y.html"
"J0025N","Familjerätt","100% Lp1 Luleå","10954-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv7Q083gZ6y5Y950876Y75Y.html"
"M7018H","Farmakologi och förskrivningsrätt för sjuksköterskor","50% Lp2 Luleå","23647-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv3Q013gZ6y5Y950676Y75Y.html"
"M0116H","Farmakologi och läkemedelshantering inriktning radiografi","50% Lp1 Luleå","13985-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv2Q023gZ6y5Y850276Y75Y.html"
"T7008T","Fasomvandlingar","50% Lp2 Luleå 2","28851-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv8Q003gZ6y5Y950276Y75Y.html"
"F0053T","Fasta tillståndets fysik och kvantmekanik","50% Lp4 Luleå 3+5","48846-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv1Q013gZ6y5Y350776Y75Y.html"
"F7045T","Fasta tillståndets fysik","50% Lp4 Luleå 3+5","48845-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv1Q013gZ6y5Y350676Y75Y.html"
"K0023K","Fasta tillståndets kemi och geologi","50% Lp4 Luleå 2+5+6","45025-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv9Q013gZ6y5Y350176Y75Y.html"
"J0050N","Fastighetsförmedling 1","50% Lp4 Luleå 1+2+3","40404-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv5Q023gZ6y5Y350476Y75Y.html"
"G0005N","Fastighetsförmedling 2, inklusive självständigt arbete","75% Lp3-4 Luleå 1+2+3/1+2+3","30672-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv9Q053gZ6y5Y350876Y75Y.html"
"J0038N","Fastighetsrätt för mäklare","50% Lp1 Luleå 4+5","10839-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv4Q013gZ6y5Y850876Y75Y.html"
"J0036N","Fastighetsrätt","100% Lp1 Luleå","10330-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv7Q083gZ6y5Y950776Y75Y.html"
"R0018N","Fastighetsvärdering","50% Lp1 Luleå 1+2+3","10840-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv4Q013gZ6y5Y850976Y75Y.html"
"M0031T","FEM för tillämpad modellering och simulering","50% Lp2 Skellefteå","28857-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv9Q003gZ6y5Y950776Y75Y.html"
"M0031T","FEM för tillämpad modellering och simulering","50% Lp4 Luleå 2+3","48844-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv9Q013gZ6y5Y350976Y75Y.html"
"T7011T","Fiberkompositers mekanik","50% Lp3 Luleå","38091-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv8Q093gZ6y5Y350576Y75Y.html"
"S0027F","Filmljudteknik","50% Lp2 Piteå A, B","20212-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv3Q003gZ6y5Y950076Y75Y.html"
"P0065P","Filosofiska samtal med barn II","25% Lp1-2 Ortsoberoende","14066-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv9Q063gZ6y5Y950076Y75Y.html"
"F0016P","Filosofiska samtal med barn","25% Lp3-4 Ortsoberoende","33000-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv7Q063gZ6y5Y350076Y75Y.html"
"R0027N","Finansiell analys och värdering","50% Lp1 Luleå 1+3","10797-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv9Q013gZ6y5Y850576Y75Y.html"
"R0027N","Finansiell analys och värdering","50% Lp3 Luleå","30050-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv6Q083gZ6y5Y350176Y75Y.html"
"N0042N","Finansiell ekonomi II","50% Lp3 Luleå","30184-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv0Q093gZ6y5Y350976Y75Y.html"
"N0042N","Finansiell ekonomi II","50% Lp3 Luleå","30661-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv0Q053gZ6y5Y350076Y75Y.html"
"N0038N","Finansiell ekonomi","50% Lp2 Luleå 1+2+3","20217-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv3Q003gZ6y5Y950976Y75Y.html"
"N0022N","Finansiell ekonomi, introduktion","50% Lp4 Ortsoberoende","40028-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv8Q033gZ6y5Y350676Y75Y.html"
"M7009T","Finita elementmetoden för mekanisk analys","50% Lp3 Luleå 1+5","38008-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv3Q053gZ6y5Y350076Y75Y.html"
"K7014B","Finita elementmetoden","50% Lp1 Luleå 1+3","15632-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv1Q033gZ6y5Y850576Y75Y.html"
"R7012R","Fjärranalys","50% Lp2 Kiruna","27677-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv1Q043gZ6y5Y850176Y75Y.html"
"M0060M","Flervariabelanalys och lärande","50% Lp4 Luleå","48858-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv8Q023gZ6y5Y350776Y75Y.html"
"M0055M","Flervariabelanalys","50% Lp2 Luleå 1+5","28847-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv7Q003gZ6y5Y950476Y75Y.html"
"M0055M","Flervariabelanalys","50% Lp4 Luleå 1+2+5","48828-V24.1","TCRYA+TCTEA","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv1Q013gZ6y5Y750176Y75Y.html"
"M0055M","Flervariabelanalys","50% Lp4 Luleå 1+2+5","48828-V24.2","TCIEA+TCARA+TCEIA","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv1Q013gZ6y5Y750276Y75Y.html"
"M0055M","Flervariabelanalys","50% Lp4 Luleå 1+2+5","48828-V24.3","TCVVA+TYBRG+TCÖPA+övriga","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv1Q013gZ6y5Y750976Y75Y.html"
"M0055M","Flervariabelanalys","50% Lp4 Luleå 1+2+5","48828-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv2Q093gZ6y5Y350476Y75Y.html"
"F0039T","Flygmotorteknik","50% Lp3 Luleå 1+5","38078-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv6Q093gZ6y5Y350376Y75Y.html"
"Flöjt","Flöjtensemble","","12101113.s","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ700Z50Qv2Q023gZ6y5Y050076Y75Y.html"
"H0055N","Folkhemmet: utopi eller dystopi?","50% Lp1 Ortsoberoende","10329-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv4Q063gZ6y5Y950476Y75Y.html"
"H0016H","Folkhälsa","50% Lp4 Luleå","43534-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv8Q023gZ6y5Y350976Y75Y.html"
"M0033T","Fordonsdynamik 2","50% Lp1 Luleå 3+5","18340-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv0Q013gZ6y5Y850976Y75Y.html"
"M0019T","Fordonsdynamik","50% Lp4 Luleå 3+6","48870-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv5Q033gZ6y5Y350776Y75Y.html"
"D7063E","Formella metoder för industriella mjukvarusystem","50% Lp2 Luleå","27043-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv2Q093gZ6y5Y950476Y75Y.html"
"D7007A","Formgivning","50% Lp1 Luleå 3+6","10806-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv1Q013gZ6y5Y850576Y75Y.html"
"W0027T","Forsknings- och innovationsmetodik","50% Lp2 Ortsoberoende","28827-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv6Q003gZ6y5Y950676Y75Y.html"
"FOR049FV24","Forskningsetik","100% Lp3-4 Piteå","FOR049F -V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv8Q033gZ6y5Y450776Y75Y.html"
"D0023E","Forskningsmetoder inom informationssystem","50% Lp2 Luleå","27000-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv5Q073gZ6y5Y950976Y75Y.html"
"D0023E","Forskningsmetoder inom informationssystem","50% Lp2 Ortsoberoende","27662-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv5Q073gZ6y5Y950876Y75Y.html"
"X0005G","Forskningsprocessen C","25% Lp3-4 Piteå","30631-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv9Q003gZ6y5Y350376Y75Y.html"
"R7023R","Framdrivning med rymdapplikationer","50% Lp3 Kiruna","37755-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv8Q033gZ6y5Y250876Y75Y.html"
"L0014S","Franska Baskurs 1","25% Lp3-4 Ortsoberoende","33248-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv2Q093gZ6y5Y350776Y75Y.html"
"L0005S","Franska för nybörjare 1","25% Lp1-2 Ortsoberoende","13978-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv1Q023gZ6y5Y850476Y75Y.html"
"L0005S","Franska för nybörjare 1","25% Lp1-2 Ortsoberoende","14051-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv4Q033gZ6y5Y850576Y75Y.html"
"L0028S","Franska för nybörjare 2","25% Lp3-4 Ortsoberoende","33249-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv1Q053gZ6y5Y350276Y75Y.html"
"L0024S","Franska förberedelsekurs, Luleå","10% Lp1-2 Ortsoberoende","14052-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv7Q043gZ6y5Y850276Y75Y.html"
"M7010M","Funktionalanalys","25% Lp3-4 Luleå","38027-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv9Q093gZ6y5Y350976Y75Y.html"
"F0004T","Fysik 1","50% Lp1 Luleå 3+5","18335-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv4Q093gZ6y5Y850276Y75Y.html"
"F0004T","Fysik 1","50% Lp2 Luleå 3+5","28020-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv9Q003gZ6y5Y950676Y75Y.html"
"F0004T","Fysik 1","50% Lp2 Luleå","28856-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv9Q003gZ6y5Y950576Y75Y.html"
"F0004T","Fysik 1","50% Lp3 Luleå 4+6","38983-V24.1","TCVVA+TCNRA+TCKPA+val","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv7Q023gZ6y5Y450576Y75Y.html"
"F0004T","Fysik 1","50% Lp3 Luleå 4+6","38983-V24.2","TCARA","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv7Q023gZ6y5Y450076Y75Y.html"
"F0004T","Fysik 1","50% Lp3 Luleå 4+6","38983-V24.3","extra labbgrupp TCARA","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv6Q023gZ6y5Y450476Y75Y.html"
"F0004T","Fysik 1","50% Lp3 Luleå 4+6","38983-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv6Q053gZ6y5Y350476Y75Y.html"
"F0005T","Fysik 2","50% Lp1 Luleå","18336-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv4Q093gZ6y5Y850376Y75Y.html"
"F0005T","Fysik 2","50% Lp3 Luleå 2+5","38952-V24.1","TCRYA 1A","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv3Q013gZ6y5Y450876Y75Y.html"
"F0005T","Fysik 2","50% Lp3 Luleå 2+5","38952-V24.2","TCRYA 1B","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv3Q013gZ6y5Y450776Y75Y.html"
"F0005T","Fysik 2","50% Lp3 Luleå 2+5","38952-V24.3","TCMAA 1","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv3Q013gZ6y5Y450676Y75Y.html"
"F0005T","Fysik 2","50% Lp3 Luleå 2+5","38952-V24.4","TCAIA 2 + TCEIA 1","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv3Q013gZ6y5Y450976Y75Y.html"
"F0005T","Fysik 2","50% Lp3 Luleå 2+5","38952-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv7Q033gZ6y5Y250176Y75Y.html"
"F0006T","Fysik 3","50% Lp3 Luleå 3+4","38984-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ730Z50Qv7Q053gZ6y5Y350076Y75Y.html"
"F0006T","Fysik 3","50% Lp4 Luleå 3+4","48826-V24.1","TCRYA 1A","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv0Q033gZ6y5Y750676Y75Y.html"
"F0006T","Fysik 3","50% Lp4 Luleå 3+4","48826-V24.2","TCRYA 1B+TCKPA","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv4Q023gZ6y5Y750176Y75Y.html"
"F0006T","Fysik 3","50% Lp4 Luleå 3+4","48826-V24.3","TCEIA+val/frist+LYÄGA+TCTEA","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv4Q023gZ6y5Y750376Y75Y.html"
"F0006T","Fysik 3","50% Lp4 Luleå 3+4","48826-V24.4","TCIEA 2A","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv4Q023gZ6y5Y750276Y75Y.html"
"F0006T","Fysik 3","50% Lp4 Luleå 3+4","48826-V24.5","TCIEA 2B+TCNRA+TCHEA","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv4Q023gZ6y5Y750876Y75Y.html"
"F0006T","Fysik 3","50% Lp4 Luleå 3+4","48826-V24.6","TCÖPA","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv4Q023gZ6y5Y750976Y75Y.html"
"F0006T","Fysik 3","50% Lp4 Luleå 3+4","48826-V24.7","TCARA 3A","https://cloud.timeedit.net/ltu/web/schedule1/ri177XQQ740Z50Qv0Q033gZ6y5Y750576Y75Y.html"
